Order_ID,Order_Date,Customer,Gender,City,Region,Category,Product,Quantity,Unit_Price,Discount,Sales_Amount
1030,2026-08-28,Vijay,Male,Pune,West,Grocery,Rice,4,40645,0.05,154451.0
1031,2026-09-09,Priya,Female,Hyderabad,South,Grocery,Sugar,5,26470,0.15,112497.5
1032,2026-07-18,Anjali,Male,Chennai,South,Clothing,Shoes,3,11511,0.15,29353.05
1033,2026-09-24,Anjali,Male,Hyderabad,South,Grocery,Sugar,2,11211,0.0,22422.0
1034,2026-09-09,Vijay,Female,Hyderabad,South,Clothing,Shoes,2,30406,0.1,54730.8
1035,2026-09-11,Anjali,Male,Hyderabad,South,Grocery,Rice,2,31716,0.15,53917.2
1036,2026-05-27,Vijay,Female,Delhi,North,Grocery,Sugar,1,7500,0.1,6750.0
1037,2026-03-16,Ramesh,Female,Chennai,South,Grocery,Oil,1,12283,0.15,10440.55
1038,2026-04-09,Ramesh,Male,Mumbai,West,Clothing,Jeans,3,2657,0.0,7971.0
1039,2026-06-12,Vijay,Male,Bangalore,South,Grocery,Oil,2,12069,0.05,22931.1
1040,2026-10-04,Vijay,Female,Hyderabad,South,Grocery,Rice,4,23428,0.05,89026.4
1041,2026-01-22,Sneha,Female,Chennai,South,Electronics,Laptop,4,42014,0.1,151250.4
1042,2026-10-10,Priya,Female,Pune,West,Clothing,Shirt,3,10777,0.15,27481.35
1043,2026-11-13,Vijay,Male,Delhi,North,Clothing,Shirt,4,39890,0.15,135626.0
1044,2026-02-15,Arjun,Female,Mumbai,West,Furniture,Chair,1,18689,0.0,18689.0
1045,2026-10-29,Arjun,Male,Chennai,South,Grocery,Rice,5,18811,0.0,94055.0
1046,2026-06-10,Vijay,Male,Chennai,South,Grocery,Rice,4,290,0.0,1160.0
1047,2026-06-23,Vijay,Female,Bangalore,South,Electronics,Mobile,2,38310,0.15,65127.0
1048,2026-09-30,Vijay,Male,Pune,West,Furniture,Table,3,10829,0.05,30862.65
1049,2026-01-26,Priya,Female,Hyderabad,South,Furniture,Table,5,5901,0.1,26554.5
1050,2026-11-09,Anjali,Male,Hyderabad,South,Grocery,Rice,4,22109,0.1,79592.4
1051,2026-05-23,Anjali,Female,Mumbai,West,Electronics,Mobile,4,22486,0.1,80949.6
1052,2026-03-04,Sneha,Male,Bangalore,South,Grocery,Sugar,3,28412,0.05,80974.2
1053,2026-11-22,Kiran,Female,Pune,West,Clothing,Jeans,1,42775,0.05,40636.25
1054,2026-03-01,Anjali,Female,Chennai,South,Grocery,Rice,1,14699,0.0,14699.0
1055,2026-12-21,Kiran,Female,Delhi,North,Furniture,Table,5,32193,0.1,144868.5
1056,2026-06-07,Priya,Male,Mumbai,West,Grocery,Rice,2,17119,0.05,32526.1
1057,2026-04-27,Sneha,Male,Chennai,South,Grocery,Oil,2,25416,0.05,48290.4
1058,2026-01-01,Kiran,Female,Hyderabad,South,Grocery,Rice,1,1181,0.05,1121.95
1059,2026-09-29,Arjun,Male,Pune,West,Clothing,Shirt,5,49112,0.0,245560.0
1060,2026-05-24,Priya,Male,Delhi,North,Clothing,Shirt,3,19631,0.05,55948.35
1061,2026-04-04,Sneha,Female,Pune,West,Electronics,Laptop,4,44178,0.0,176712.0
1062,2026-02-08,Anjali,Male,Mumbai,West,Electronics,Mobile,2,35347,0.0,70694.0
1063,2026-11-21,Anjali,Female,Pune,West,Clothing,Shirt,2,23149,0.05,43983.1
1064,2026-04-06,Ramesh,Female,Mumbai,West,Furniture,Table,2,44790,0.05,85101.0
1065,2026-06-09,Priya,Female,Delhi,North,Electronics,Headphones,2,29268,0.15,49755.6
1066,2026-06-28,Priya,Male,Mumbai,West,Clothing,Shoes,4,26244,0.0,104976.0
1067,2026-02-12,Anjali,Male,Mumbai,West,Furniture,Chair,1,46347,0.05,44029.65
1068,2026-08-30,Priya,Male,Delhi,North,Grocery,Sugar,2,32096,0.1,57772.8
1069,2026-04-25,Ramesh,Male,Hyderabad,South,Clothing,Shirt,2,15405,0.05,29269.5
1070,2026-08-05,Arjun,Male,Mumbai,West,Clothing,Shirt,2,26192,0.1,47145.6
1071,2026-07-11,Priya,Male,Hyderabad,South,Grocery,Oil,5,18988,0.15,80699.0
1072,2026-05-31,Sneha,Female,Chennai,South,Grocery,Oil,1,35011,0.15,29759.35
1073,2026-12-21,Ramesh,Female,Delhi,North,Grocery,Rice,5,43386,0.0,216930.0
1074,2026-12-08,Arjun,Male,Hyderabad,South,Electronics,Mobile,4,47059,0.0,188236.0
1075,2026-09-22,Kiran,Female,Chennai,South,Electronics,Laptop,1,24566,0.15,20881.1
1076,2026-03-10,Priya,Female,Pune,West,Furniture,Sofa,2,5586,0.15,9496.2
1077,2026-05-31,Vijay,Male,Hyderabad,South,Grocery,Sugar,5,40519,0.0,202595.0
1078,2026-08-11,Rahul,Male,Delhi,North,Electronics,Mobile,2,11274,0.05,21420.6
1079,2026-08-27,Anjali,Male,Chennai,South,Furniture,Chair,3,24494,0.05,69807.9
1080,2026-06-23,Arjun,Female,Bangalore,South,Clothing,Shirt,5,44361,0.1,199624.5
1081,2026-01-05,Arjun,Male,Bangalore,South,Electronics,Mobile,3,19165,0.05,54620.25
1082,2026-05-25,Kiran,Male,Pune,West,Furniture,Chair,1,17849,0.15,15171.65
1083,2026-12-30,Sneha,Male,Hyderabad,South,Electronics,Mobile,4,19970,0.1,71892.0
1084,2026-06-22,Arjun,Female,Chennai,South,Clothing,Jeans,3,28810,0.05,82108.5
1085,2026-12-27,Kiran,Male,Mumbai,West,Clothing,Jeans,4,13216,0.1,47577.6
1086,2026-11-08,Ramesh,Female,Chennai,South,Electronics,Mobile,1,34082,0.15,28969.7
1087,2026-06-22,Arjun,Male,Delhi,North,Clothing,Jeans,4,45840,0.15,155856.0
1088,2026-06-13,Priya,Male,Delhi,North,Grocery,Oil,5,11103,0.0,55515.0
1089,2026-01-01,Arjun,Female,Mumbai,West,Electronics,Mobile,1,38513,0.1,34661.7
1090,2026-11-26,Vijay,Female,Pune,West,Furniture,Sofa,1,7214,0.15,6131.9
1091,2026-03-31,Vijay,Female,Pune,West,Grocery,Rice,2,46527,0.15,79095.9
1092,2026-05-25,Ramesh,Male,Mumbai,West,Clothing,Shirt,1,4935,0.15,4194.75
1093,2026-02-15,Priya,Male,Delhi,North,Grocery,Rice,4,31571,0.0,126284.0
1094,2026-01-10,Vijay,Female,Pune,West,Clothing,Shoes,5,10236,0.05,48621.0
1095,2026-03-06,Rahul,Female,Bangalore,South,Furniture,Chair,5,1115,0.0,5575.0
1096,2026-12-08,Priya,Male,Hyderabad,South,Furniture,Chair,2,4258,0.0,8516.0
1097,2026-11-07,Sneha,Female,Hyderabad,South,Electronics,Laptop,2,10444,0.1,18799.2
1098,2026-01-23,Arjun,Male,Hyderabad,South,Electronics,Headphones,5,38857,0.1,174856.5
1099,2026-03-19,Ramesh,Female,Delhi,North,Clothing,Jeans,3,13556,0.0,40668.0
1100,2026-10-15,Rahul,Female,Hyderabad,South,Furniture,Chair,5,22049,0.0,110245.0
1101,2026-09-25,Ramesh,Female,Bangalore,South,Clothing,Jeans,3,28638,0.05,81618.3
1102,2026-04-22,Kiran,Male,Mumbai,West,Electronics,Mobile,3,42908,0.0,128724.0
1103,2026-04-13,Sneha,Female,Delhi,North,Electronics,Mobile,2,26798,0.1,48236.4
1104,2026-12-01,Priya,Male,Mumbai,West,Clothing,Jeans,2,8117,0.05,15422.3
1105,2026-01-30,Kiran,Female,Bangalore,South,Grocery,Rice,1,31803,0.1,28622.7
1106,2026-07-03,Ramesh,Female,Chennai,South,Electronics,Laptop,5,39911,0.05,189577.25
1107,2026-07-24,Sneha,Male,Hyderabad,South,Grocery,Rice,2,8041,0.0,16082.0
1108,2026-05-31,Kiran,Female,Chennai,South,Grocery,Sugar,3,6354,0.0,19062.0
1109,2026-06-04,Arjun,Female,Chennai,South,Clothing,Shirt,3,18371,0.1,49601.7
1110,2026-01-05,Rahul,Female,Bangalore,South,Electronics,Mobile,3,24054,0.0,72162.0
1111,2026-05-13,Ramesh,Female,Bangalore,South,Electronics,Mobile,5,39849,0.0,199245.0
1112,2026-03-14,Rahul,Male,Bangalore,South,Clothing,Jeans,1,26429,0.0,26429.0
1113,2026-03-02,Ramesh,Female,Hyderabad,South,Clothing,Shoes,3,19362,0.15,49373.1
1114,2026-10-30,Kiran,Female,Mumbai,West,Electronics,Laptop,3,22295,0.1,60196.5
1115,2026-08-04,Rahul,Male,Pune,West,Clothing,Jeans,4,8250,0.05,31350.0
1116,2026-04-21,Kiran,Female,Bangalore,South,Clothing,Shoes,3,5226,0.1,14110.2
1117,2026-08-15,Priya,Male,Chennai,South,Furniture,Chair,2,40541,0.05,77027.9
1118,2026-09-30,Kiran,Female,Hyderabad,South,Furniture,Chair,4,25389,0.1,91400.4
1119,2026-01-25,Anjali,Female,Bangalore,South,Clothing,Shirt,1,3696,0.15,3141.6
1120,2026-04-21,Sneha,Female,Chennai,South,Electronics,Laptop,2,26834,0.15,45617.8
1121,2026-01-06,Anjali,Female,Hyderabad,South,Grocery,Sugar,2,35340,0.0,70680.0
1122,2026-10-16,Arjun,Female,Bangalore,South,Furniture,Sofa,5,47145,0.0,235725.0
1123,2026-11-14,Sneha,Male,Delhi,North,Clothing,Jeans,4,11713,0.1,42166.8
1124,2026-08-17,Anjali,Female,Hyderabad,South,Furniture,Sofa,3,35458,0.15,90417.9
1125,2026-04-28,Ramesh,Female,Pune,West,Clothing,Shoes,4,22450,0.05,85310.0
1126,2026-01-26,Priya,Male,Pune,West,Furniture,Table,1,946,0.1,851.4
1127,2026-10-02,Anjali,Male,Mumbai,West,Electronics,Mobile,2,42201,0.15,71741.7
1128,2026-11-16,Sneha,Male,Mumbai,West,Electronics,Headphones,1,39101,0.05,37145.95
1129,2026-09-16,Ramesh,Female,Pune,West,Furniture,Sofa,4,39856,0.1,143481.6
1130,2026-06-21,Rahul,Male,Bangalore,South,Grocery,Oil,5,22522,0.05,106979.5
1131,2026-09-22,Priya,Male,Bangalore,South,Grocery,Rice,5,43436,0.0,217180.0
1132,2026-08-24,Rahul,Female,Pune,West,Furniture,Sofa,1,18088,0.05,17183.6
1133,2026-02-04,Ramesh,Female,Delhi,North,Grocery,Sugar,1,19119,0.1,17207.1
1134,2026-09-27,Anjali,Female,Pune,West,Grocery,Rice,3,41932,0.0,125796.0
1135,2026-03-19,Rahul,Female,Chennai,South,Electronics,Laptop,5,19382,0.1,87219.0
1136,2026-10-23,Vijay,Male,Mumbai,West,Electronics,Laptop,2,18620,0.05,35378.0
1137,2026-01-23,Kiran,Male,Pune,West,Grocery,Sugar,5,6665,0.0,33325.0
1138,2026-11-05,Vijay,Female,Hyderabad,South,Electronics,Laptop,1,11346,0.1,10211.4
1139,2026-02-11,Vijay,Female,Chennai,South,Furniture,Sofa,3,31210,0.1,84267.0
1140,2026-02-07,Ramesh,Male,Delhi,North,Electronics,Mobile,3,33287,0.0,99861.0
1141,2026-03-27,Rahul,Female,Delhi,North,Electronics,Headphones,1,38241,0.15,32504.85
1142,2026-06-08,Kiran,Female,Delhi,North,Furniture,Table,1,46297,0.05,43982.15
1143,2026-06-06,Kiran,Female,Delhi,North,Grocery,Sugar,5,20203,0.0,101015.0
1144,2026-08-31,Anjali,Female,Mumbai,West,Electronics,Mobile,3,16578,0.1,44760.6
1145,2026-09-11,Rahul,Female,Bangalore,South,Furniture,Sofa,5,5879,0.1,26455.5
1146,2026-08-06,Arjun,Female,Pune,West,Clothing,Shoes,2,10641,0.1,19153.8
1147,2026-06-20,Anjali,Female,Pune,West,Clothing,Shirt,1,26315,0.15,22367.75
1148,2026-04-16,Ramesh,Female,Mumbai,West,Grocery,Rice,5,38827,0.1,174721.5
1149,2026-10-23,Ramesh,Female,Bangalore,South,Electronics,Mobile,3,40064,0.05,114182.4
1150,2026-04-20,Anjali,Female,Chennai,South,Furniture,Chair,5,36344,0.05,172634.0
1151,2026-11-05,Ramesh,Female,Hyderabad,South,Electronics,Headphones,3,2808,0.1,7581.6
1152,2026-03-04,Anjali,Male,Mumbai,West,Electronics,Laptop,2,13324,0.1,23983.2
1153,2026-12-13,Ramesh,Female,Bangalore,South,Furniture,Table,2,8170,0.05,15523.0
1154,2026-06-29,Sneha,Male,Chennai,South,Furniture,Sofa,3,45819,0.0,137457.0
1155,2026-06-05,Rahul,Male,Hyderabad,South,Electronics,Laptop,3,4857,0.05,13842.45
1156,2026-05-28,Sneha,Female,Hyderabad,South,Furniture,Chair,4,19916,0.0,79664.0
1157,2026-08-12,Arjun,Female,Mumbai,West,Furniture,Chair,1,20906,0.0,20906.0
1158,2026-10-13,Vijay,Female,Chennai,South,Furniture,Sofa,5,28052,0.0,140260.0
1159,2026-07-13,Sneha,Female,Chennai,South,Clothing,Shirt,3,48402,0.05,137945.7
1160,2026-05-11,Vijay,Female,Hyderabad,South,Clothing,Jeans,3,12442,0.1,33593.4
1161,2026-10-15,Rahul,Male,Bangalore,South,Furniture,Table,2,47290,0.1,85122.0
1162,2026-09-12,Arjun,Female,Delhi,North,Grocery,Rice,1,11098,0.1,9988.2
1163,2026-04-07,Anjali,Male,Pune,West,Electronics,Headphones,5,6822,0.1,30699.0
1164,2026-06-14,Sneha,Male,Bangalore,South,Furniture,Table,3,12275,0.15,31301.25
1165,2026-09-20,Ramesh,Male,Pune,West,Furniture,Sofa,2,6250,0.05,11875.0
1166,2026-07-07,Rahul,Female,Delhi,North,Furniture,Chair,3,13959,0.0,41877.0
1167,2026-07-14,Kiran,Male,Hyderabad,South,Furniture,Chair,4,20078,0.05,76296.4
1168,2026-08-10,Ramesh,Female,Mumbai,West,Grocery,Rice,5,13321,0.15,56614.25
1169,2026-10-07,Ramesh,Female,Delhi,North,Grocery,Sugar,4,43961,0.15,149467.4
1170,2026-07-28,Sneha,Male,Pune,West,Grocery,Sugar,1,28629,0.1,25766.1
1171,2026-01-04,Rahul,Female,Bangalore,South,Electronics,Laptop,1,17785,0.1,16006.5
1172,2026-05-26,Vijay,Male,Delhi,North,Electronics,Mobile,5,16558,0.05,78650.5
1173,2026-06-02,Sneha,Female,Bangalore,South,Grocery,Rice,2,40052,0.0,80104.0
1174,2026-01-27,Ramesh,Male,Mumbai,West,Furniture,Chair,2,16825,0.0,33650.0
1175,2026-11-05,Kiran,Female,Pune,West,Furniture,Table,4,46928,0.0,187712.0
1176,2026-05-02,Sneha,Female,Delhi,North,Electronics,Mobile,5,24127,0.05,114603.25
1177,2026-10-19,Priya,Female,Bangalore,South,Grocery,Oil,3,19350,0.0,58050.0
1178,2026-04-23,Priya,Male,Delhi,North,Electronics,Headphones,3,24163,0.15,61615.65
1179,2026-09-07,Anjali,Male,Chennai,South,Clothing,Jeans,5,23963,0.0,119815.0
1180,2026-12-31,Priya,Female,Mumbai,West,Furniture,Sofa,4,15950,0.0,63800.0
1181,2026-10-23,Ramesh,Male,Hyderabad,South,Clothing,Jeans,5,34988,0.0,174940.0
1182,2026-10-18,Priya,Female,Hyderabad,South,Electronics,Headphones,2,45180,0.1,81324.0
1183,2026-04-11,Anjali,Male,Delhi,North,Grocery,Sugar,2,23151,0.1,41671.8
1184,2026-11-07,Ramesh,Male,Chennai,South,Electronics,Laptop,1,49581,0.0,49581.0
1185,2026-07-17,Vijay,Male,Mumbai,West,Clothing,Shoes,5,11444,0.1,51498.0
1186,2026-01-26,Kiran,Female,Bangalore,South,Electronics,Headphones,3,25164,0.0,75492.0
1187,2026-03-27,Rahul,Male,Bangalore,South,Grocery,Sugar,1,12282,0.05,11667.9
1188,2026-11-24,Rahul,Male,Pune,West,Furniture,Chair,1,11222,0.15,9538.7
1189,2026-04-13,Ramesh,Female,Delhi,North,Clothing,Shoes,4,25610,0.1,92196.0
1190,2026-06-20,Vijay,Female,Chennai,South,Grocery,Rice,2,16614,0.0,33228.0
1191,2026-07-29,Ramesh,Female,Mumbai,West,Furniture,Sofa,1,44647,0.0,44647.0
1192,2026-06-19,Rahul,Female,Delhi,North,Clothing,Jeans,2,8602,0.1,15483.6
1193,2026-04-06,Priya,Male,Chennai,South,Furniture,Chair,5,30069,0.15,127793.25
1194,2026-07-04,Vijay,Female,Pune,West,Grocery,Rice,1,8536,0.15,7255.6
1195,2026-12-25,Anjali,Male,Mumbai,West,Furniture,Chair,2,39937,0.0,79874.0
1196,2026-06-07,Rahul,Female,Hyderabad,South,Clothing,Shirt,3,44560,0.05,126996.0
1197,2026-03-14,Kiran,Male,Bangalore,South,Clothing,Shirt,1,25380,0.0,25380.0
1198,2026-07-17,Kiran,Female,Hyderabad,South,Grocery,Sugar,2,1928,0.0,3856.0
1199,2026-07-18,Anjali,Female,Pune,West,Grocery,Sugar,5,14661,0.0,73305.0
1200,2026-11-26,Priya,Female,Chennai,South,Grocery,Rice,5,36432,0.05,173052.0
1201,2026-09-19,Arjun,Male,Hyderabad,South,Clothing,Shirt,1,43613,0.1,39251.7
1202,2026-01-20,Rahul,Male,Pune,West,Furniture,Sofa,1,46700,0.1,42030.0
1203,2026-05-25,Vijay,Male,Delhi,North,Furniture,Table,3,25525,0.05,72746.25
1204,2026-11-25,Anjali,Female,Chennai,South,Clothing,Shirt,5,10322,0.0,51610.0
1205,2026-05-03,Anjali,Male,Delhi,North,Clothing,Shoes,1,46107,0.1,41496.3
1206,2026-01-09,Kiran,Female,Hyderabad,South,Furniture,Chair,2,26031,0.05,49458.9
1207,2026-05-04,Kiran,Female,Hyderabad,South,Electronics,Headphones,3,15685,0.15,39996.75
1208,2026-11-12,Vijay,Male,Chennai,South,Electronics,Mobile,2,29225,0.0,58450.0
1209,2026-10-28,Vijay,Female,Mumbai,West,Electronics,Laptop,1,38101,0.15,32385.85
1210,2026-12-20,Vijay,Male,Delhi,North,Furniture,Table,3,1691,0.15,4312.05
1211,2026-12-19,Priya,Male,Delhi,North,Electronics,Laptop,3,19723,0.15,50293.65
1212,2026-06-19,Anjali,Male,Hyderabad,South,Electronics,Headphones,5,32188,0.0,160940.0
1213,2026-11-10,Ramesh,Male,Chennai,South,Clothing,Shoes,5,48974,0.0,244870.0
1214,2026-03-23,Anjali,Female,Bangalore,South,Clothing,Shoes,5,36609,0.1,164740.5
1215,2026-08-12,Arjun,Female,Pune,West,Electronics,Laptop,4,33162,0.05,126015.6
1216,2026-07-07,Vijay,Female,Chennai,South,Electronics,Laptop,1,32066,0.05,30462.7
1217,2026-03-15,Ramesh,Female,Delhi,North,Furniture,Table,3,47617,0.1,128565.9
1218,2026-07-15,Anjali,Female,Bangalore,South,Furniture,Sofa,5,5184,0.05,24624.0
1219,2026-07-12,Sneha,Female,Mumbai,West,Clothing,Shoes,1,14959,0.05,14211.05
1220,2026-09-08,Priya,Female,Chennai,South,Clothing,Jeans,5,21295,0.15,90503.75
1221,2026-03-20,Vijay,Male,Delhi,North,Grocery,Sugar,5,44164,0.05,209779.0
1222,2026-08-14,Arjun,Female,Chennai,South,Clothing,Shoes,2,11845,0.05,22505.5
1223,2026-10-12,Arjun,Male,Hyderabad,South,Furniture,Chair,1,16522,0.1,14869.8
1224,2026-01-27,Priya,Male,Mumbai,West,Grocery,Oil,4,3193,0.1,11494.8
1225,2026-12-23,Priya,Female,Pune,West,Grocery,Rice,5,39314,0.15,167084.5
1226,2026-02-27,Anjali,Female,Pune,West,Furniture,Chair,5,5726,0.0,28630.0
1227,2026-01-12,Rahul,Male,Bangalore,South,Electronics,Headphones,1,41852,0.15,35574.2
1228,2026-05-25,Arjun,Male,Mumbai,West,Grocery,Sugar,4,39441,0.0,157764.0
1229,2026-12-15,Vijay,Female,Chennai,South,Clothing,Jeans,4,39210,0.1,141156.0
1230,2026-01-15,Ramesh,Female,Delhi,North,Grocery,Oil,3,15351,0.05,43750.35
1231,2026-06-15,Vijay,Male,Pune,West,Furniture,Chair,4,34631,0.0,138524.0
1232,2026-12-10,Vijay,Male,Mumbai,West,Furniture,Table,5,49368,0.05,234498.0
1233,2026-12-04,Sneha,Male,Delhi,North,Electronics,Laptop,2,26689,0.15,45371.3
1234,2026-04-12,Ramesh,Female,Pune,West,Grocery,Sugar,5,41788,0.0,208940.0
1235,2026-02-15,Vijay,Male,Chennai,South,Clothing,Shoes,1,43508,0.15,36981.8
1236,2026-08-30,Anjali,Male,Pune,West,Clothing,Shirt,2,9227,0.15,15685.9
1237,2026-03-18,Anjali,Female,Bangalore,South,Electronics,Laptop,1,45104,0.05,42848.8
1238,2026-05-23,Rahul,Female,Pune,West,Furniture,Table,2,10461,0.05,19875.9
1239,2026-01-09,Sneha,Male,Mumbai,West,Electronics,Headphones,5,38950,0.1,175275.0
1240,2026-11-14,Kiran,Male,Hyderabad,South,Clothing,Jeans,4,3489,0.15,11862.6
1241,2026-01-03,Kiran,Male,Chennai,South,Grocery,Oil,2,16505,0.05,31359.5
1242,2026-01-12,Kiran,Female,Mumbai,West,Clothing,Jeans,3,15413,0.05,43927.05
1243,2026-02-24,Sneha,Female,Delhi,North,Electronics,Laptop,3,26845,0.1,72481.5
1244,2026-11-03,Anjali,Female,Delhi,North,Grocery,Rice,5,4890,0.15,20782.5
1245,2026-12-27,Priya,Male,Pune,West,Clothing,Shoes,5,48579,0.15,206460.75
1246,2026-07-26,Ramesh,Male,Mumbai,West,Clothing,Shoes,3,45600,0.0,136800.0
1247,2026-01-24,Anjali,Male,Mumbai,West,Electronics,Mobile,5,49410,0.05,234697.5
1248,2026-02-19,Ramesh,Male,Mumbai,West,Grocery,Oil,4,33823,0.15,114998.2
1249,2026-08-16,Rahul,Male,Hyderabad,South,Grocery,Oil,5,31685,0.15,134661.25
1250,2026-07-05,Sneha,Male,Bangalore,South,Grocery,Oil,2,29526,0.1,53146.8
1251,2026-12-21,Rahul,Female,Mumbai,West,Furniture,Chair,2,19442,0.0,38884.0
1252,2026-11-30,Rahul,Male,Mumbai,West,Grocery,Oil,2,41999,0.05,79798.1
1253,2026-11-12,Arjun,Male,Delhi,North,Electronics,Mobile,5,4748,0.05,22553.0
1254,2026-08-19,Sneha,Male,Pune,West,Grocery,Sugar,1,36023,0.05,34221.85
1255,2026-08-17,Arjun,Male,Chennai,South,Electronics,Laptop,4,2213,0.1,7966.8
1256,2026-09-27,Vijay,Female,Hyderabad,South,Grocery,Rice,3,44838,0.05,127788.3
1257,2026-10-03,Vijay,Male,Delhi,North,Clothing,Jeans,1,42340,0.0,42340.0
1258,2026-04-17,Arjun,Male,Mumbai,West,Electronics,Laptop,4,42367,0.0,169468.0
1259,2026-02-13,Vijay,Female,Delhi,North,Grocery,Rice,1,36436,0.15,30970.6
1260,2026-11-30,Rahul,Male,Pune,West,Grocery,Sugar,5,34807,0.05,165333.25
1261,2026-02-04,Sneha,Male,Delhi,North,Grocery,Oil,5,15460,0.1,69570.0
1262,2026-07-25,Anjali,Female,Delhi,North,Furniture,Chair,1,9300,0.1,8370.0
1263,2026-08-05,Rahul,Male,Mumbai,West,Electronics,Mobile,3,49038,0.05,139758.3
1264,2026-10-21,Anjali,Male,Hyderabad,South,Furniture,Sofa,3,3349,0.1,9042.3
1265,2026-01-08,Rahul,Male,Pune,West,Electronics,Mobile,2,17375,0.1,31275.0
1266,2026-10-17,Ramesh,Male,Hyderabad,South,Furniture,Chair,5,45241,0.1,203584.5
1267,2026-01-26,Vijay,Male,Bangalore,South,Furniture,Table,2,28725,0.0,57450.0
1268,2026-01-01,Priya,Male,Hyderabad,South,Grocery,Sugar,1,30759,0.0,30759.0
1269,2026-08-08,Rahul,Female,Pune,West,Electronics,Laptop,1,44733,0.05,42496.35
1270,2026-06-25,Arjun,Male,Pune,West,Furniture,Chair,1,7948,0.0,7948.0
1271,2026-04-08,Arjun,Female,Delhi,North,Electronics,Headphones,1,39982,0.15,33984.7
1272,2026-10-06,Priya,Male,Pune,West,Grocery,Oil,3,36421,0.05,103799.85
1273,2026-03-17,Rahul,Male,Chennai,South,Electronics,Mobile,1,3826,0.0,3826.0
1274,2026-08-12,Ramesh,Male,Delhi,North,Furniture,Chair,1,17924,0.0,17924.0
1275,2026-04-20,Sneha,Female,Mumbai,West,Clothing,Jeans,3,39878,0.15,101688.9
1276,2026-11-24,Vijay,Female,Bangalore,South,Clothing,Shirt,3,22712,0.05,64729.2
1277,2026-01-12,Arjun,Female,Pune,West,Grocery,Rice,5,1277,0.0,6385.0
1278,2026-11-22,Sneha,Female,Delhi,North,Furniture,Sofa,3,25619,0.1,69171.3
1279,2026-04-17,Kiran,Female,Mumbai,West,Furniture,Sofa,5,24696,0.1,111132.0
1280,2026-09-28,Anjali,Male,Delhi,North,Grocery,Sugar,1,9006,0.1,8105.4
1281,2026-02-21,Sneha,Male,Delhi,North,Clothing,Shoes,2,46513,0.0,93026.0
1282,2026-03-18,Anjali,Female,Delhi,North,Furniture,Sofa,2,42741,0.05,81207.9
