Order_ID,Order_Date,Customer,Gender,City,Region,Category,Product,Quantity,Unit_Price,Discount,Sales_Amount
1032,2026-02-01,Ramesh,Female,Pune,West,Furniture,Laptop,4,26125,0.0,104500.0
1033,2026-02-02,Vijay,Male,Mumbai,North,Grocery,Rice,5,45450,0.1,204525.0
1034,2026-02-03,Suresh,Female,Chennai,West,Clothing,Mobile,2,33566,0.15,57062.2
1035,2026-02-04,Priya,Male,Bangalore,North,Furniture,Laptop,5,34191,0.0,170955.0
1036,2026-02-05,Kiran,Female,Chennai,West,Clothing,Laptop,3,13831,0.1,37343.7
1037,2026-02-06,Vijay,Female,Bangalore,West,Furniture,Oil,4,21190,0.15,72046.0
1038,2026-02-07,Ramesh,Male,Hyderabad,West,Electronics,Mobile,2,19683,0.1,35429.4
1039,2026-02-08,Ramesh,Male,Pune,West,Electronics,Shoes,5,39846,0.0,199230.0
1040,2026-02-09,Anjali,Male,Chennai,South,Furniture,Rice,4,5375,0.0,21500.0
1041,2026-02-10,Anjali,Male,Mumbai,West,Clothing,Laptop,4,12754,0.0,51016.0
1042,2026-02-11,Rahul,Female,Mumbai,South,Grocery,Rice,2,29121,0.05,55329.89999999999
1043,2026-02-12,Suresh,Male,Delhi,South,Grocery,Table,5,11405,0.1,51322.5
1044,2026-02-13,Sneha,Male,Bangalore,West,Electronics,Rice,4,46621,0.05,177159.8
1045,2026-02-14,Vijay,Female,Chennai,South,Grocery,Shoes,4,16382,0.0,65528.0
1046,2026-02-15,Vijay,Male,Delhi,North,Electronics,Chair,1,19541,0.15,16609.85
1047,2026-02-16,Sneha,Male,Chennai,West,Grocery,Shoes,4,29598,0.1,106552.8
1048,2026-02-17,Rahul,Male,Bangalore,South,Furniture,Chair,1,42931,0.05,40784.45
1049,2026-02-18,Priya,Male,Mumbai,West,Electronics,Rice,5,34209,0.1,153940.5
1050,2026-02-19,Priya,Male,Hyderabad,West,Electronics,Chair,5,35175,0.15,149493.75
1051,2026-02-20,Rahul,Female,Mumbai,West,Furniture,Table,5,5337,0.05,25350.75
1052,2026-02-21,Priya,Male,Delhi,South,Electronics,Mobile,3,46948,0.0,140844.0
1053,2026-02-22,Anjali,Male,Pune,North,Grocery,Chair,5,24989,0.05,118697.75
1054,2026-02-23,Vijay,Male,Hyderabad,North,Grocery,Chair,4,18127,0.1,65257.2
1055,2026-02-24,Rahul,Male,Delhi,South,Electronics,Rice,2,6196,0.1,11152.8
1056,2026-02-25,Vijay,Male,Bangalore,West,Grocery,Table,1,49494,0.1,44544.6
1057,2026-02-26,Sneha,Female,Hyderabad,South,Clothing,Shirt,3,14043,0.1,37916.1
1058,2026-02-27,Ramesh,Male,Delhi,South,Electronics,Shirt,5,13115,0.0,65575.0
1059,2026-02-28,Anjali,Female,Bangalore,South,Furniture,Shirt,5,1966,0.05,9338.5
1060,2026-03-01,Kiran,Female,Mumbai,West,Clothing,Shirt,2,31271,0.0,62542.0
1061,2026-03-02,Anjali,Male,Pune,South,Electronics,Mobile,2,18850,0.0,37700.0
1062,2026-03-03,Rahul,Male,Bangalore,West,Furniture,Shoes,3,875,0.0,2625.0
1063,2026-03-04,Kiran,Male,Chennai,South,Grocery,Rice,1,33530,0.1,30177.0
1064,2026-03-05,Ramesh,Male,Bangalore,North,Furniture,Rice,5,21246,0.1,95607.0
1065,2026-03-06,Rahul,Female,Bangalore,South,Clothing,Oil,3,23386,0.1,63142.2
1066,2026-03-07,Suresh,Male,Pune,South,Grocery,Table,4,44848,0.05,170422.4
1067,2026-03-08,Vijay,Male,Chennai,North,Electronics,Shirt,4,43404,0.15,147573.6
1068,2026-03-09,Ramesh,Male,Delhi,West,Grocery,Mobile,3,33151,0.1,89507.7
1069,2026-03-10,Vijay,Male,Delhi,West,Electronics,Table,5,8333,0.05,39581.75
1070,2026-03-11,Priya,Male,Bangalore,South,Electronics,Shirt,3,2393,0.1,6461.1
1071,2026-03-12,Suresh,Male,Chennai,North,Furniture,Mobile,5,31073,0.1,139828.5
1072,2026-03-13,Suresh,Female,Chennai,West,Furniture,Table,2,31871,0.0,63742.0
1073,2026-03-14,Ramesh,Female,Pune,South,Furniture,Rice,3,41374,0.0,124122.0
1074,2026-03-15,Suresh,Male,Mumbai,North,Clothing,Rice,5,12326,0.0,61630.0
1075,2026-03-16,Kiran,Male,Delhi,West,Clothing,Shoes,3,34920,0.05,99522.0
1076,2026-03-17,Suresh,Male,Pune,West,Furniture,Laptop,3,22424,0.15,57181.2
1077,2026-03-18,Vijay,Female,Hyderabad,North,Clothing,Shoes,5,33867,0.15,143934.75
1078,2026-03-19,Vijay,Male,Delhi,North,Grocery,Chair,5,21699,0.05,103070.25
1079,2026-03-20,Rahul,Female,Pune,North,Grocery,Shoes,1,26368,0.1,23731.2
1080,2026-03-21,Vijay,Male,Delhi,North,Clothing,Shirt,3,9292,0.05,26482.2
1081,2026-03-22,Rahul,Male,Mumbai,South,Clothing,Oil,4,21097,0.1,75949.2
1082,2026-03-23,Vijay,Male,Hyderabad,North,Grocery,Table,3,36905,0.05,105179.25
1083,2026-03-24,Kiran,Male,Mumbai,West,Electronics,Oil,3,33196,0.05,94608.59999999999
1084,2026-03-25,Sneha,Female,Hyderabad,West,Grocery,Laptop,5,43623,0.05,207209.25
1085,2026-03-26,Rahul,Female,Bangalore,South,Grocery,Chair,3,16489,0.15,42046.95
1086,2026-03-27,Anjali,Male,Pune,West,Clothing,Table,3,29431,0.0,88293.0
1087,2026-03-28,Priya,Male,Hyderabad,West,Grocery,Mobile,4,9790,0.05,37202.0
1088,2026-03-29,Ramesh,Female,Mumbai,North,Clothing,Shirt,5,38867,0.15,165184.75
1089,2026-03-30,Vijay,Female,Delhi,West,Clothing,Chair,3,14842,0.0,44526.0
1090,2026-03-31,Suresh,Female,Hyderabad,South,Furniture,Rice,2,25441,0.0,50882.0
1091,2026-04-01,Sneha,Female,Pune,North,Grocery,Laptop,1,14445,0.05,13722.75
1092,2026-04-02,Vijay,Male,Hyderabad,North,Electronics,Chair,4,11262,0.1,40543.2
1093,2026-04-03,Suresh,Female,Chennai,South,Furniture,Shirt,3,30633,0.1,82709.1
1094,2026-04-04,Priya,Male,Delhi,North,Clothing,Shoes,2,47580,0.1,85644.0
1095,2026-04-05,Priya,Female,Pune,North,Clothing,Chair,3,40650,0.05,115852.5
1096,2026-04-06,Priya,Female,Pune,South,Electronics,Shoes,3,27552,0.1,74390.40000000001
1097,2026-04-07,Suresh,Female,Bangalore,North,Clothing,Shirt,5,42250,0.15,179562.5
1098,2026-04-08,Vijay,Female,Mumbai,South,Grocery,Rice,5,20453,0.15,86925.25
1099,2026-04-09,Priya,Female,Bangalore,South,Furniture,Table,5,40975,0.15,174143.75
1100,2026-04-10,Kiran,Male,Pune,West,Clothing,Mobile,2,17630,0.15,29971.0
1101,2026-04-11,Rahul,Male,Delhi,West,Clothing,Rice,3,31586,0.0,94758.0
1102,2026-04-12,Suresh,Female,Hyderabad,North,Electronics,Shoes,1,5133,0.15,4363.05
1103,2026-04-13,Suresh,Female,Hyderabad,North,Grocery,Shoes,4,17804,0.1,64094.4
1104,2026-04-14,Vijay,Male,Delhi,South,Clothing,Mobile,5,42537,0.05,202050.75
1105,2026-04-15,Suresh,Female,Pune,North,Electronics,Table,5,32784,0.1,147528.0
1106,2026-04-16,Suresh,Female,Hyderabad,South,Clothing,Chair,3,47046,0.15,119967.3
1107,2026-04-17,Priya,Male,Hyderabad,South,Electronics,Mobile,3,7508,0.0,22524.0
1108,2026-04-18,Vijay,Female,Hyderabad,North,Electronics,Laptop,2,48791,0.15,82944.7
1109,2026-04-19,Priya,Female,Mumbai,South,Grocery,Laptop,2,27905,0.05,53019.5
1110,2026-04-20,Rahul,Male,Mumbai,West,Clothing,Shirt,5,36886,0.1,165987.0
1111,2026-04-21,Sneha,Male,Chennai,North,Grocery,Rice,3,25873,0.05,73738.05
1112,2026-04-22,Rahul,Male,Bangalore,West,Electronics,Shoes,1,21327,0.05,20260.65
1113,2026-04-23,Sneha,Female,Delhi,North,Furniture,Table,4,33540,0.05,127452.0
1114,2026-04-24,Priya,Male,Delhi,South,Clothing,Shirt,3,13507,0.1,36468.9
1115,2026-04-25,Rahul,Male,Delhi,North,Furniture,Rice,3,18657,0.15,47575.35
1116,2026-04-26,Vijay,Male,Chennai,West,Clothing,Rice,2,32657,0.05,62048.3
1117,2026-04-27,Ramesh,Male,Mumbai,South,Grocery,Shirt,4,35815,0.1,128934.0
1118,2026-04-28,Priya,Male,Pune,North,Grocery,Oil,5,36432,0.0,182160.0
1119,2026-04-29,Sneha,Male,Pune,North,Grocery,Rice,3,21664,0.1,58492.8
1120,2026-04-30,Kiran,Female,Chennai,North,Grocery,Oil,5,14914,0.0,74570.0
1121,2026-05-01,Sneha,Female,Pune,West,Grocery,Laptop,3,14827,0.1,40032.9
1122,2026-05-02,Kiran,Male,Delhi,West,Furniture,Laptop,5,48844,0.15,207587.0
1123,2026-05-03,Suresh,Male,Bangalore,North,Grocery,Rice,4,1446,0.05,5494.8
1124,2026-05-04,Rahul,Male,Hyderabad,South,Electronics,Laptop,2,15193,0.15,25828.1
1125,2026-05-05,Kiran,Female,Mumbai,South,Electronics,Table,4,27741,0.1,99867.6
1126,2026-05-06,Sneha,Female,Mumbai,West,Furniture,Oil,1,30754,0.05,29216.3
1127,2026-05-07,Suresh,Female,Chennai,South,Clothing,Oil,2,16040,0.0,32080.0
1128,2026-05-08,Ramesh,Female,Mumbai,West,Electronics,Rice,4,7219,0.1,25988.4
1129,2026-05-09,Vijay,Female,Delhi,North,Clothing,Laptop,1,41703,0.05,39617.85
1130,2026-05-10,Vijay,Female,Pune,West,Furniture,Mobile,3,25581,0.0,76743.0
1131,2026-05-11,Vijay,Female,Delhi,West,Clothing,Shoes,3,11850,0.0,35550.0
1132,2026-05-12,Kiran,Female,Chennai,North,Clothing,Shirt,5,36858,0.15,156646.5
1133,2026-05-13,Ramesh,Female,Delhi,South,Clothing,Shirt,2,32521,0.1,58537.8
1134,2026-05-14,Kiran,Male,Pune,West,Clothing,Oil,3,43332,0.0,129996.0
1135,2026-05-15,Rahul,Male,Bangalore,West,Furniture,Rice,2,28869,0.05,54851.1
1136,2026-05-16,Kiran,Male,Chennai,North,Electronics,Rice,3,32228,0.0,96684.0
1137,2026-05-17,Ramesh,Male,Bangalore,South,Grocery,Table,5,18076,0.0,90380.0
1138,2026-05-18,Ramesh,Female,Hyderabad,West,Clothing,Chair,4,29501,0.15,100303.4
1139,2026-05-19,Rahul,Female,Bangalore,North,Electronics,Shoes,5,18348,0.15,77979.0
1140,2026-05-20,Ramesh,Male,Hyderabad,West,Electronics,Chair,1,890,0.05,845.5
1141,2026-05-21,Sneha,Female,Hyderabad,North,Furniture,Oil,3,22499,0.15,57372.45
1142,2026-05-22,Ramesh,Male,Bangalore,South,Electronics,Shirt,1,45936,0.0,45936.0
1143,2026-05-23,Vijay,Female,Chennai,South,Furniture,Table,1,12069,0.0,12069.0
1144,2026-05-24,Sneha,Male,Pune,South,Clothing,Table,2,13529,0.15,22999.3
1145,2026-05-25,Sneha,Female,Delhi,South,Clothing,Table,3,22990,0.0,68970.0
1146,2026-05-26,Rahul,Female,Delhi,West,Grocery,Oil,1,46375,0.0,46375.0
1147,2026-05-27,Anjali,Male,Pune,West,Grocery,Chair,4,35828,0.05,136146.4
1148,2026-05-28,Anjali,Female,Hyderabad,South,Grocery,Shirt,1,6367,0.15,5411.95
1149,2026-05-29,Ramesh,Male,Hyderabad,South,Electronics,Table,4,15784,0.0,63136.0
1150,2026-05-30,Sneha,Male,Chennai,South,Clothing,Shirt,2,34479,0.15,58614.3
1151,2026-05-31,Anjali,Male,Mumbai,West,Furniture,Laptop,1,9621,0.05,9139.949999999999
1152,2026-06-01,Anjali,Male,Bangalore,South,Grocery,Rice,5,2039,0.15,8665.75
1153,2026-06-02,Ramesh,Female,Hyderabad,South,Furniture,Rice,2,25988,0.0,51976.0
1154,2026-06-03,Anjali,Female,Delhi,South,Furniture,Shirt,4,17527,0.15,59591.8
1155,2026-06-04,Kiran,Female,Chennai,North,Grocery,Mobile,2,9193,0.0,18386.0
1156,2026-06-05,Suresh,Male,Bangalore,South,Clothing,Mobile,1,9421,0.0,9421.0
1157,2026-06-06,Rahul,Female,Chennai,North,Grocery,Oil,3,10810,0.0,32430.0
1158,2026-06-07,Suresh,Male,Bangalore,North,Furniture,Oil,3,46012,0.05,131134.2
1159,2026-06-08,Ramesh,Female,Bangalore,South,Grocery,Rice,4,31408,0.15,106787.2
1160,2026-06-09,Vijay,Female,Pune,North,Furniture,Laptop,4,4886,0.05,18566.8
1161,2026-06-10,Rahul,Female,Hyderabad,South,Furniture,Shoes,3,32763,0.15,83545.65
1162,2026-06-11,Ramesh,Male,Chennai,West,Grocery,Chair,4,28912,0.05,109865.6
1163,2026-06-12,Sneha,Female,Chennai,West,Electronics,Chair,2,17803,0.1,32045.4
1164,2026-06-13,Vijay,Female,Pune,West,Grocery,Oil,5,12742,0.0,63710.0
1165,2026-06-14,Suresh,Male,Delhi,West,Electronics,Laptop,5,47525,0.0,237625.0
1166,2026-06-15,Ramesh,Female,Delhi,North,Furniture,Oil,2,9447,0.05,17949.3
1167,2026-06-16,Sneha,Male,Hyderabad,South,Furniture,Shoes,5,47214,0.1,212463.0
1168,2026-06-17,Rahul,Female,Hyderabad,South,Electronics,Chair,1,6430,0.0,6430.0
1169,2026-06-18,Rahul,Male,Mumbai,South,Furniture,Shirt,2,38670,0.15,65739.0
1170,2026-06-19,Priya,Male,Pune,West,Electronics,Oil,4,49285,0.05,187283.0
1171,2026-06-20,Sneha,Female,Delhi,West,Electronics,Table,2,1007,0.0,2014.0
1172,2026-06-21,Kiran,Male,Bangalore,South,Furniture,Shirt,3,1936,0.0,5808.0
1173,2026-06-22,Anjali,Male,Chennai,West,Clothing,Shoes,4,27651,0.05,105073.8
1174,2026-06-23,Vijay,Male,Hyderabad,South,Electronics,Shoes,3,12118,0.05,34536.3
1175,2026-06-24,Sneha,Male,Chennai,South,Grocery,Oil,4,9250,0.15,31450.0
1176,2026-06-25,Priya,Male,Chennai,South,Grocery,Rice,5,16622,0.15,70643.5
1177,2026-06-26,Anjali,Male,Mumbai,South,Furniture,Oil,2,7854,0.0,15708.0
1178,2026-06-27,Anjali,Female,Delhi,South,Clothing,Rice,1,44562,0.0,44562.0
1179,2026-06-28,Ramesh,Male,Hyderabad,South,Furniture,Shoes,4,31479,0.05,119620.2
1180,2026-06-29,Anjali,Male,Chennai,South,Clothing,Laptop,4,21400,0.0,85600.0
1181,2026-06-30,Kiran,Female,Hyderabad,West,Electronics,Shoes,3,14340,0.0,43020.0
1182,2026-07-01,Rahul,Female,Bangalore,South,Electronics,Chair,5,37667,0.05,178918.25
1183,2026-07-02,Priya,Female,Mumbai,South,Electronics,Shirt,3,5537,0.0,16611.0
1184,2026-07-03,Anjali,Female,Bangalore,West,Electronics,Shirt,3,29133,0.0,87399.0
1185,2026-07-04,Ramesh,Female,Hyderabad,West,Grocery,Mobile,5,24995,0.1,112477.5
1186,2026-07-05,Kiran,Female,Hyderabad,West,Grocery,Mobile,1,16348,0.15,13895.8
1187,2026-07-06,Suresh,Female,Delhi,South,Furniture,Shoes,3,36983,0.05,105401.55
1188,2026-07-07,Rahul,Male,Chennai,North,Clothing,Chair,3,48145,0.1,129991.5
1189,2026-07-08,Rahul,Male,Chennai,North,Electronics,Mobile,4,8337,0.15,28345.8
1190,2026-07-09,Priya,Female,Bangalore,West,Electronics,Shirt,5,34569,0.15,146918.25
1191,2026-07-10,Rahul,Male,Mumbai,North,Clothing,Oil,2,7870,0.15,13379.0
1192,2026-07-11,Anjali,Male,Pune,West,Clothing,Laptop,1,6911,0.1,6219.900000000001
1193,2026-07-12,Ramesh,Male,Chennai,South,Furniture,Laptop,1,39633,0.1,35669.7
1194,2026-07-13,Rahul,Female,Delhi,North,Clothing,Chair,5,30999,0.15,131745.75
1195,2026-07-14,Rahul,Female,Bangalore,South,Electronics,Shoes,4,30725,0.0,122900.0
1196,2026-07-15,Suresh,Male,Bangalore,North,Electronics,Mobile,4,48717,0.0,194868.0
1197,2026-07-16,Suresh,Female,Pune,South,Electronics,Oil,5,1192,0.1,5364.0
1198,2026-07-17,Vijay,Male,Delhi,North,Electronics,Laptop,4,29426,0.1,105933.6
1199,2026-07-18,Kiran,Male,Mumbai,South,Electronics,Laptop,1,34746,0.1,31271.4
1200,2026-07-19,Anjali,Male,Delhi,South,Furniture,Table,1,39664,0.15,33714.4
1201,2026-07-20,Rahul,Male,Mumbai,North,Electronics,Shoes,2,8948,0.0,17896.0
1202,2026-07-21,Sneha,Female,Delhi,South,Furniture,Table,5,43890,0.1,197505.0
1203,2026-07-22,Rahul,Female,Delhi,South,Electronics,Shirt,3,10573,0.1,28547.1
1204,2026-07-23,Ramesh,Female,Hyderabad,South,Grocery,Laptop,3,35914,0.05,102354.9
1205,2026-07-24,Vijay,Male,Bangalore,North,Grocery,Chair,2,5709,0.15,9705.3
1206,2026-07-25,Kiran,Female,Delhi,North,Grocery,Rice,2,7033,0.05,13362.7
1207,2026-07-26,Sneha,Male,Pune,South,Grocery,Rice,4,21561,0.0,86244.0
1208,2026-07-27,Vijay,Female,Delhi,South,Furniture,Oil,2,7711,0.05,14650.9
1209,2026-07-28,Priya,Male,Chennai,North,Furniture,Laptop,2,10427,0.05,19811.3
1210,2026-07-29,Kiran,Male,Bangalore,North,Clothing,Laptop,3,12427,0.05,35416.95
1211,2026-07-30,Rahul,Male,Chennai,South,Electronics,Shirt,4,25094,0.15,85319.59999999999
1212,2026-07-31,Rahul,Female,Bangalore,South,Grocery,Laptop,2,9816,0.0,19632.0
1213,2026-08-01,Kiran,Female,Chennai,South,Furniture,Chair,2,12677,0.05,24086.3
1214,2026-08-02,Rahul,Female,Delhi,West,Electronics,Table,4,11346,0.15,38576.4
1215,2026-08-03,Anjali,Female,Delhi,North,Electronics,Laptop,5,8433,0.0,42165.0
1216,2026-08-04,Kiran,Male,Hyderabad,West,Furniture,Laptop,4,38744,0.1,139478.4
1217,2026-08-05,Vijay,Female,Pune,North,Grocery,Shirt,3,47121,0.05,134294.85
1218,2026-08-06,Kiran,Female,Chennai,North,Clothing,Shoes,5,41196,0.0,205980.0
1219,2026-08-07,Sneha,Male,Mumbai,North,Electronics,Mobile,1,2580,0.05,2451.0
1220,2026-08-08,Rahul,Male,Hyderabad,North,Clothing,Shoes,4,6589,0.1,23720.4
1221,2026-08-09,Anjali,Male,Chennai,North,Grocery,Shirt,3,26623,0.0,79869.0
1222,2026-08-10,Anjali,Female,Chennai,North,Grocery,Shoes,5,8297,0.15,35262.25
1223,2026-08-11,Priya,Male,Hyderabad,North,Clothing,Shirt,4,8846,0.0,35384.0
1224,2026-08-12,Vijay,Male,Delhi,West,Grocery,Chair,2,20378,0.15,34642.6
1225,2026-08-13,Suresh,Male,Chennai,South,Electronics,Oil,4,34172,0.0,136688.0
1226,2026-08-14,Suresh,Female,Delhi,South,Clothing,Laptop,1,18153,0.15,15430.05
1227,2026-08-15,Kiran,Male,Hyderabad,West,Grocery,Shirt,4,43242,0.1,155671.2
1228,2026-08-16,Priya,Female,Delhi,West,Clothing,Shirt,5,26640,0.1,119880.0
1229,2026-08-17,Ramesh,Female,Bangalore,West,Electronics,Mobile,5,1684,0.1,7578.0
1230,2026-08-18,Kiran,Male,Mumbai,West,Grocery,Shirt,4,34993,0.0,139972.0
1231,2026-08-19,Priya,Male,Chennai,North,Electronics,Rice,5,44648,0.1,200916.0
1232,2026-08-20,Vijay,Female,Pune,South,Grocery,Oil,2,25346,0.05,48157.39999999999
1233,2026-08-21,Vijay,Male,Mumbai,North,Furniture,Laptop,4,46325,0.1,166770.0
1234,2026-08-22,Vijay,Male,Delhi,South,Grocery,Laptop,2,22695,0.15,38581.5
1235,2026-08-23,Vijay,Female,Chennai,South,Clothing,Mobile,2,6106,0.15,10380.2
1236,2026-08-24,Vijay,Female,Delhi,West,Grocery,Chair,3,4456,0.15,11362.8
1237,2026-08-25,Priya,Male,Bangalore,North,Electronics,Laptop,4,17055,0.0,68220.0
1238,2026-08-26,Priya,Female,Hyderabad,West,Electronics,Rice,5,25349,0.05,120407.75
1239,2026-08-27,Anjali,Male,Chennai,North,Grocery,Laptop,2,19190,0.1,34542.0
1240,2026-08-28,Sneha,Male,Bangalore,South,Clothing,Rice,3,49349,0.05,140644.65
1241,2026-08-29,Suresh,Male,Bangalore,West,Furniture,Oil,4,26847,0.05,102018.6
1242,2026-08-30,Rahul,Female,Chennai,West,Clothing,Oil,4,33689,0.15,114542.6
1243,2026-08-31,Vijay,Male,Delhi,South,Furniture,Table,1,38808,0.15,32986.8
1244,2026-09-01,Ramesh,Male,Pune,South,Electronics,Table,1,26285,0.15,22342.25
1245,2026-09-02,Rahul,Male,Bangalore,South,Clothing,Rice,2,49556,0.0,99112.0
1246,2026-09-03,Priya,Female,Mumbai,West,Furniture,Chair,1,33198,0.05,31538.1
1247,2026-09-04,Ramesh,Female,Bangalore,North,Grocery,Laptop,2,16466,0.05,31285.4
1248,2026-09-05,Ramesh,Female,Pune,West,Electronics,Shirt,5,31597,0.0,157985.0
1249,2026-09-06,Ramesh,Female,Delhi,North,Grocery,Laptop,2,16382,0.0,32764.0
1250,2026-09-07,Anjali,Female,Delhi,West,Electronics,Table,1,5175,0.0,5175.0
1251,2026-09-08,Priya,Male,Mumbai,West,Clothing,Shoes,5,42350,0.05,201162.5
1252,2026-09-09,Ramesh,Female,Bangalore,South,Clothing,Shirt,1,13509,0.05,12833.55
1253,2026-09-10,Vijay,Female,Delhi,North,Electronics,Rice,2,28343,0.15,48183.1
1254,2026-09-11,Kiran,Female,Pune,West,Electronics,Shirt,3,30293,0.15,77247.15
1255,2026-09-12,Ramesh,Male,Chennai,West,Electronics,Shoes,4,40016,0.05,152060.8
1256,2026-09-13,Anjali,Female,Hyderabad,South,Clothing,Laptop,1,39371,0.15,33465.35
1257,2026-09-14,Rahul,Female,Hyderabad,South,Furniture,Laptop,2,18357,0.0,36714.0
1258,2026-09-15,Priya,Male,Hyderabad,North,Grocery,Chair,5,20127,0.1,90571.5
1259,2026-09-16,Sneha,Female,Bangalore,West,Grocery,Mobile,1,19065,0.15,16205.25
1260,2026-09-17,Anjali,Male,Mumbai,North,Clothing,Shirt,1,26525,0.05,25198.75
1261,2026-09-18,Ramesh,Male,Delhi,West,Grocery,Table,4,28332,0.15,96328.8
1262,2026-09-19,Priya,Male,Chennai,North,Electronics,Shoes,2,44616,0.15,75847.2
1263,2026-09-20,Kiran,Male,Pune,South,Furniture,Shoes,3,10282,0.15,26219.1
1264,2026-09-21,Ramesh,Male,Chennai,West,Grocery,Shoes,5,39150,0.1,176175.0
1265,2026-09-22,Anjali,Female,Pune,North,Furniture,Table,2,22866,0.0,45732.0
1266,2026-09-23,Suresh,Male,Bangalore,South,Electronics,Mobile,5,29057,0.05,138020.75
1267,2026-09-24,Vijay,Male,Hyderabad,South,Grocery,Laptop,1,6298,0.1,5668.2
1268,2026-09-25,Sneha,Female,Bangalore,North,Clothing,Chair,4,10127,0.05,38482.6
1269,2026-09-26,Rahul,Male,Mumbai,West,Furniture,Chair,4,41683,0.05,158395.4
1270,2026-09-27,Anjali,Female,Mumbai,West,Electronics,Table,3,12966,0.05,36953.1
1271,2026-09-28,Priya,Female,Pune,South,Furniture,Chair,4,43114,0.1,155210.4
1272,2026-09-29,Sneha,Female,Delhi,West,Grocery,Shoes,1,13220,0.0,13220.0
1273,2026-09-30,Sneha,Male,Delhi,West,Grocery,Oil,3,42413,0.05,120877.05
1274,2026-10-01,Sneha,Male,Pune,West,Clothing,Mobile,2,37792,0.0,75584.0
1275,2026-10-02,Ramesh,Male,Mumbai,South,Electronics,Laptop,4,7059,0.0,28236.0
1276,2026-10-03,Vijay,Female,Mumbai,North,Electronics,Oil,3,40888,0.15,104264.4
1277,2026-10-04,Ramesh,Male,Mumbai,West,Clothing,Mobile,1,19658,0.1,17692.2
1278,2026-10-05,Priya,Male,Bangalore,South,Clothing,Rice,5,31416,0.1,141372.0
1279,2026-10-06,Ramesh,Male,Mumbai,South,Electronics,Shirt,5,22557,0.15,95867.25
1280,2026-10-07,Suresh,Female,Chennai,North,Furniture,Table,1,36392,0.15,30933.2
1281,2026-10-08,Vijay,Female,Hyderabad,West,Furniture,Shoes,1,41939,0.0,41939.0
1282,2026-10-09,Vijay,Male,Mumbai,West,Clothing,Chair,5,12206,0.05,57978.5
1283,2026-10-10,Priya,Male,Pune,North,Furniture,Rice,3,12570,0.1,33939.0
